gateway_txn_id,order_id,merchant_id,payment_method,gateway_name,gross_amount,fee_amount,net_amount,currency,status,customer_name,payer_email,initiated_at,completed_at,settled_at,bank_settlement_ref
PG169300012075976,OD169300012075976,MERCH_DIST_001,E_WALLET,OVO,292000,6642,285358,IDR,SETTLED,Kios Oka,kios.oka@gmail.com,2023-09-02 12:00:00,2023-09-02 12:05:00,2023-09-03 02:05:00,H1GX-UQB1-09G2-V7O5
PG169300004636400,OD169300004636400,MERCH_DIST_001,QRIS,GOPAY,452000,8772,443228,IDR,SETTLED,Kios Darma,kios.darma@mail.com,2023-08-07 22:00:00,2023-08-07 22:03:00,2023-08-08 21:03:00,BPOW-YK9G-8CZD-C5BL
PG169300016403145,OD169300016403145,MERCH_DIST_001,QRIS,OVO,414000,8164,405836,IDR,SETTLED,Depot Putra,depot.putra@email.com,2023-08-23 16:00:00,2023-08-23 16:03:00,2023-08-24 18:03:00,84G3-C0ZN-GEAL-MVVP
PG169300013821066,OD169300013821066,MERCH_DIST_001,QRIS,DANA,1215000,27009,1187991,IDR,SETTLED,Toko Opi,opi@yahoo.com,2023-08-19 14:00:00,2023-08-19 14:03:00,2023-08-20 15:03:00,F5OM-UGJI-JTUR-7CR0
PG169300012302785,OD169300012302785,MERCH_DIST_001,E_WALLET,DANA,456000,11834,444166,IDR,SETTLED,TB Tri,tb.tri@mail.com,2023-08-20 23:00:00,2023-08-20 23:04:00,2023-08-21 22:04:00,G6HY-E033-DS7I-SYQT
PG169300024401476,OD169300024401476,MERCH_DIST_001,E_WALLET,LINKAJA,542000,15560,526440,IDR,SETTLED,Depot Heri,depot.heri@mail.com,2023-08-31 20:00:00,2023-08-31 20:03:00,2023-09-01 15:03:00,0BTT-BQR4-6U94-6KH7
PG169300033096227,OD169300033096227,MERCH_DIST_001,E_WALLET,LINKAJA,120000,2701,117299,IDR,SETTLED,Agen Mira,agen.mira@yahoo.com,2023-08-10 17:00:00,2023-08-10 17:05:00,2023-08-11 10:05:00,996Z-41TJ-IG9A-3L9S
PG169300004982880,OD169300004982880,MERCH_DIST_001,E_WALLET,OVO,1110000,22416,1087584,IDR,SETTLED,UD Anto,ud.anto@yahoo.com,2023-08-02 13:00:00,2023-08-02 13:02:00,2023-08-03 10:02:00,UGEC-Y3YL-3ACF-AMGB
PG169300024068121,OD169300024068121,MERCH_DIST_001,QRIS,OVO,62000,1987,60013,IDR,SETTLED,TB Yanto,tb.yanto@email.com,2023-08-12 14:00:00,2023-08-12 14:04:00,2023-08-13 13:04:00,BBCO-PWNY-E52D-D4KV
PG169300008310864,OD169300008310864,MERCH_DIST_001,QRIS,OVO,84000,2106,81894,IDR,SETTLED,Grosir Edi,grosir.edi@yahoo.com,2023-09-03 20:00:00,2023-09-03 20:01:00,2023-09-05 04:01:00,XYHO-X99P-DXB2-WRK5
PG169300014154867,OD169300014154867,MERCH_DIST_001,E_WALLET,OVO,1374000,30395,1343605,IDR,SETTLED,PT Herman,pt.herman@email.com,2023-08-28 13:00:00,2023-08-28 13:01:00,2023-08-30 01:01:00,J1OB-ONP2-5ABF-BBJR
PG169300006341544,OD169300006341544,MERCH_DIST_001,E_WALLET,DANA,556000,11555,544445,IDR,SETTLED,Toko Rini,rini@email.com,2023-08-24 14:00:00,2023-08-24 14:04:00,2023-08-25 09:04:00,ARE8-MSZ9-PPMD-N80J
PG169300022276072,OD169300022276072,MERCH_DIST_001,E_WALLET,LINKAJA,358000,11387,346613,IDR,SETTLED,Toko Joni,joni@yahoo.com,2023-09-01 16:00:00,2023-09-01 16:04:00,2023-09-02 23:04:00,TT3N-MDYM-3DF1-BM4I
PG169300027395312,OD169300027395312,MERCH_DIST_001,QRIS,GOPAY,271000,9015,261985,IDR,SETTLED,Grosir Pandu,grosir.pandu@mail.com,2023-08-14 23:00:00,2023-08-14 23:01:00,2023-08-15 21:01:00,XOLY-8ADV-LQC7-LX2U
PG169300027534837,OD169300027534837,MERCH_DIST_001,E_WALLET,GOPAY,399000,12867,386133,IDR,SETTLED,Kios Rudi,kios.rudi@yahoo.com,2023-08-27 16:00:00,2023-08-27 16:04:00,2023-08-29 02:04:00,SOVT-GXRV-NOLS-5W42
PG169300007026450,OD169300007026450,MERCH_DIST_001,QRIS,OVO,834000,24792,809208,IDR,SETTLED,Agen Wati,agen.wati@mail.com,2023-08-16 20:00:00,2023-08-16 20:01:00,2023-08-18 04:01:00,3YD5-N2ZQ-6GIK-RD99
PG169300003590115,OD169300003590115,MERCH_DIST_001,E_WALLET,DANA,48000,1628,46372,IDR,SETTLED,Warung Vera,vera@mail.com,2023-09-03 16:00:00,2023-09-03 16:05:00,2023-09-04 21:05:00,4PIE-O39J-1A04-S4SY
PG169300006632724,OD169300006632724,MERCH_DIST_001,QRIS,OVO,116000,2882,113118,IDR,SETTLED,Agen Kiki,agen.kiki@mail.com,2023-08-20 22:00:00,2023-08-20 22:02:00,2023-08-21 11:02:00,IFIR-U74V-YROL-OP6D
PG169300012469981,OD169300012469981,MERCH_DIST_001,QRIS,OVO,440000,6672,433328,IDR,SETTLED,Kios Lisa,kios.lisa@mail.com,2023-08-29 14:00:00,2023-08-29 14:03:00,2023-08-30 21:03:00,PK21-FOKW-I0X3-XGY3
PG169300004637250,OD169300004637250,MERCH_DIST_001,E_WALLET,GOPAY,174000,3760,170240,IDR,SETTLED,CV Nina,cv.nina@yahoo.com,2023-08-06 18:00:00,2023-08-06 18:02:00,2023-08-08 00:02:00,KH57-IX7E-XTUX-KRPW
PG169300016246747,OD169300016246747,MERCH_DIST_001,QRIS,OVO,276000,5487,270513,IDR,SETTLED,Warung Nina,nina@yahoo.com,2023-08-13 19:00:00,2023-08-13 19:02:00,2023-08-14 18:02:00,XKIZ-9C1F-BR0W-YTO4
PG169300027586156,OD169300027586156,MERCH_DIST_001,QRIS,OVO,168000,3325,164675,IDR,SETTLED,Depot Dian,depot.dian@email.com,2023-08-07 15:00:00,2023-08-07 15:01:00,2023-08-08 21:01:00,PFOY-YIV3-0SGJ-SLKI
PG169300018914480,OD169300018914480,MERCH_DIST_001,E_WALLET,LINKAJA,742000,15519,726481,IDR,SETTLED,Depot Kusuma,depot.kusuma@email.com,2023-08-13 20:00:00,2023-08-13 20:01:00,2023-08-14 08:01:00,ABC4-TG9H-KAS7-61FF
PG169300014372631,OD169300014372631,MERCH_DIST_001,E_WALLET,SHOPEEPAY,90000,1636,88364,IDR,SETTLED,TB Tono,tb.tono@mail.com,2023-08-03 14:00:00,2023-08-03 14:01:00,2023-08-04 11:01:00,US7Q-F7B8-BSR3-N7W2
PG169300018201924,OD169300018201924,MERCH_DIST_001,QRIS,SHOPEEPAY,124000,3051,120949,IDR,SETTLED,Warung Surya,surya@email.com,2023-08-28 22:00:00,2023-08-28 22:04:00,2023-08-29 10:04:00,CXIH-HSTI-TU1K-6SRA
PG169300031464432,OD169300031464432,MERCH_DIST_001,QRIS,SHOPEEPAY,300000,9038,290962,IDR,SETTLED,Warung Darma,darma@yahoo.com,2023-08-28 19:00:00,2023-08-28 19:05:00,2023-08-29 14:05:00,RBNU-GIMQ-5ZXZ-34GR
PG169300023095855,OD169300023095855,MERCH_DIST_001,QRIS,DANA,310000,5097,304903,IDR,SETTLED,UD Yudi,ud.yudi@gmail.com,2023-08-02 12:00:00,2023-08-02 12:01:00,2023-08-03 19:01:00,UB7K-7IU7-KO8Z-JYIO
PG169300021338572,OD169300021338572,MERCH_DIST_001,QRIS,GOPAY,320000,9140,310860,IDR,SETTLED,CV Edi,cv.edi@gmail.com,2023-09-01 14:00:00,2023-09-01 14:01:00,2023-09-02 15:01:00,X6VH-IQRU-4K9K-AR9A
PG169300021145041,OD169300021145041,MERCH_DIST_001,QRIS,DANA,48000,1179,46821,IDR,SETTLED,Depot Tina,depot.tina@yahoo.com,2023-08-31 21:00:00,2023-08-31 21:02:00,2023-09-02 04:02:00,LD2B-OFLN-E5WM-PKZ8
PG169300027951000,OD169300027951000,MERCH_DIST_001,QRIS,DANA,688000,15125,672875,IDR,SETTLED,Agen Widya,agen.widya@email.com,2023-08-10 20:00:00,2023-08-10 20:01:00,2023-08-11 08:01:00,AOFR-39KD-5DRT-AN76
PG169300031619370,OD169300031619370,MERCH_DIST_001,E_WALLET,SHOPEEPAY,384000,11981,372019,IDR,SETTLED,CV Karno,cv.karno@mail.com,2023-08-15 17:00:00,2023-08-15 17:05:00,2023-08-17 00:05:00,UE7W-9RMI-1OA0-69DO
PG169300021159840,OD169300021159840,MERCH_DIST_001,E_WALLET,GOPAY,675000,17952,657048,IDR,SETTLED,TB Ahmad,tb.ahmad@mail.com,2023-08-07 21:00:00,2023-08-07 21:01:00,2023-08-08 12:01:00,2W5A-IKM5-MF8N-6Z68
PG169300007218176,OD169300007218176,MERCH_DIST_001,QRIS,GOPAY,1096000,23925,1072075,IDR,SETTLED,UD Darma,ud.darma@mail.com,2023-08-19 13:00:00,2023-08-19 13:01:00,2023-08-20 01:01:00,BF8T-CZJY-6YIK-FHA5
PG169300003932487,OD169300003932487,MERCH_DIST_001,E_WALLET,OVO,620000,21525,598475,IDR,SETTLED,Kios Fajar,kios.fajar@yahoo.com,2023-08-24 12:00:00,2023-08-24 12:04:00,2023-08-25 20:04:00,S0WG-QL2Z-O56Q-FFWK
PG169300026283136,OD169300026283136,MERCH_DIST_001,QRIS,OVO,234000,7246,226754,IDR,SETTLED,Warung Feri,feri@gmail.com,2023-08-26 19:00:00,2023-08-26 19:03:00,2023-08-27 10:03:00,K9SQ-6T7W-C4X2-Z3DX
PG169300018526515,OD169300018526515,MERCH_DIST_001,E_WALLET,OVO,892000,22646,869354,IDR,SETTLED,TB Putri,tb.putri@email.com,2023-08-29 15:00:00,2023-08-29 15:01:00,2023-08-30 08:01:00,4Q6Q-VBBH-9W02-ZA5W
PG169300017825604,OD169300017825604,MERCH_DIST_001,E_WALLET,GOPAY,393000,12009,380991,IDR,SETTLED,Warung Tono,tono@yahoo.com,2023-08-18 12:00:00,2023-08-18 12:05:00,2023-08-19 18:05:00,OOBB-CZW0-WRW8-95OP
PG169300014736186,OD169300014736186,MERCH_DIST_001,QRIS,GOPAY,58000,1883,56117,IDR,SETTLED,Agen Lisa,agen.lisa@mail.com,2023-08-28 20:00:00,2023-08-28 20:02:00,2023-08-30 04:02:00,UN9L-7WCM-B8MM-DUP1
PG169300026738862,OD169300026738862,MERCH_DIST_001,QRIS,LINKAJA,318000,9987,308013,IDR,SETTLED,Kios Edi,kios.edi@email.com,2023-08-25 20:00:00,2023-08-25 20:02:00,2023-08-27 02:02:00,AZ4E-YTLR-M5BF-XBNT
PG169300018412383,OD169300018412383,MERCH_DIST_001,QRIS,OVO,90000,1515,88485,IDR,SETTLED,UD Putra,ud.putra@mail.com,2023-08-29 22:00:00,2023-08-29 22:03:00,2023-08-30 23:03:00,MT4F-QZSA-FFLP-WG4Z
PG169300012862200,OD169300012862200,MERCH_DIST_001,E_WALLET,GOPAY,564000,8517,555483,IDR,SETTLED,Grosir Riska,grosir.riska@yahoo.com,2023-08-13 14:00:00,2023-08-13 14:05:00,2023-08-14 22:05:00,V5FA-YLHK-J09E-DBJE
PG169300011682435,OD169300011682435,MERCH_DIST_001,E_WALLET,GOPAY,1110000,32027,1077973,IDR,SETTLED,TB Sari,tb.sari@email.com,2023-09-03 22:00:00,2023-09-03 22:04:00,2023-09-05 07:04:00,VJ5L-HRZL-SL2K-8BJN
PG169300022970304,OD169300022970304,MERCH_DIST_001,E_WALLET,LINKAJA,616000,9649,606351,IDR,SETTLED,Kios Untung,kios.untung@email.com,2023-09-02 17:00:00,2023-09-02 17:03:00,2023-09-03 17:03:00,R32D-FUKE-TOQY-4TDQ
PG169300023940332,OD169300023940332,MERCH_DIST_001,QRIS,OVO,668000,13184,654816,IDR,SETTLED,TB Rizal,tb.rizal@yahoo.com,2023-08-17 18:00:00,2023-08-17 18:03:00,2023-08-18 12:03:00,XGDX-H0T2-RB75-XQMU
PG169300026368320,OD169300026368320,MERCH_DIST_001,QRIS,LINKAJA,360000,9571,350429,IDR,SETTLED,Depot Dewi,depot.dewi@yahoo.com,2023-08-08 14:00:00,2023-08-08 14:01:00,2023-08-09 11:01:00,PDP5-1D15-DRCP-FWUK
PG169300012449178,OD169300012449178,MERCH_DIST_001,QRIS,OVO,532000,16189,515811,IDR,SETTLED,CV Feri,cv.feri@email.com,2023-08-21 19:00:00,2023-08-21 19:01:00,2023-08-22 13:01:00,SP4I-MRBM-9EE5-MA98
PG169300005265360,OD169300005265360,MERCH_DIST_001,QRIS,DANA,336000,5584,330416,IDR,SETTLED,Depot Agus,depot.agus@mail.com,2023-08-05 22:00:00,2023-08-05 22:01:00,2023-08-06 18:01:00,WET8-XK64-BE8J-8TEG
PG169300003457740,OD169300003457740,MERCH_DIST_001,QRIS,LINKAJA,200000,5561,194439,IDR,SETTLED,TB Nurul,tb.nurul@email.com,2023-08-12 21:00:00,2023-08-12 21:03:00,2023-08-14 03:03:00,BNH8-IC7Y-DXGU-4HE7
PG169300022761603,OD169300022761603,MERCH_DIST_001,QRIS,OVO,90000,2058,87942,IDR,SETTLED,Grosir Nana,grosir.nana@gmail.com,2023-08-10 12:00:00,2023-08-10 12:05:00,2023-08-11 02:05:00,TOFJ-DDIY-CC7J-8L7S
PG169300017752636,OD169300017752636,MERCH_DIST_001,QRIS,GOPAY,62000,1818,60182,IDR,SETTLED,Toko Ratna,ratna@mail.com,2023-09-02 21:00:00,2023-09-02 21:04:00,2023-09-04 09:04:00,C7N6-8CFH-17Z7-5TXE
PG169300029099238,OD169300029099238,MERCH_DIST_001,E_WALLET,GOPAY,382000,9033,372967,IDR,SETTLED,Kios Priyanto,kios.priyanto@email.com,2023-08-12 23:00:00,2023-08-12 23:02:00,2023-08-14 11:02:00,82N4-8DI2-81WT-0RWX
PG169300025369434,OD169300025369434,MERCH_DIST_001,E_WALLET,OVO,500000,13621,486379,IDR,SETTLED,CV Zainal,cv.zainal@mail.com,2023-08-16 19:00:00,2023-08-16 19:02:00,2023-08-17 08:02:00,8XPJ-R47D-64DO-EUG4
PG169300004296070,OD169300004296070,MERCH_DIST_001,E_WALLET,GOPAY,248000,5521,242479,IDR,SETTLED,PT Edi,pt.edi@gmail.com,2023-08-07 22:00:00,2023-08-07 22:01:00,2023-08-09 06:01:00,UXFZ-XWYQ-AD25-ZC9I
PG169300025333056,OD169300025333056,MERCH_DIST_001,QRIS,OVO,402000,7084,394916,IDR,SETTLED,UD Candra,ud.candra@gmail.com,2023-08-30 21:00:00,2023-08-30 21:01:00,2023-08-31 18:01:00,Y9QS-8K4P-N9EZ-WSKO
PG169300016172661,OD169300016172661,MERCH_DIST_001,QRIS,DANA,360000,6817,353183,IDR,SETTLED,Toko Nana,nana@gmail.com,2023-09-05 21:00:00,2023-09-05 21:04:00,2023-09-06 14:04:00,9VN5-K43A-OO9R-X3UR
PG169300029387964,OD169300029387964,MERCH_DIST_001,QRIS,SHOPEEPAY,1074000,29742,1044258,IDR,SETTLED,Agen Dedi,agen.dedi@mail.com,2023-08-06 23:00:00,2023-08-06 23:03:00,2023-08-07 11:03:00,E4DK-Z9H7-2N5W-AJAI
PG169300011662189,OD169300011662189,MERCH_DIST_001,QRIS,SHOPEEPAY,62000,1277,60723,IDR,SETTLED,Warung Novi,novi@mail.com,2023-09-05 21:00:00,2023-09-05 21:03:00,2023-09-06 12:03:00,LTSP-6BDU-8ZQ2-SBD4
PG169300016488591,OD169300016488591,MERCH_DIST_001,E_WALLET,SHOPEEPAY,498000,16873,481127,IDR,SETTLED,PT Fajar,pt.fajar@mail.com,2023-08-09 21:00:00,2023-08-09 21:02:00,2023-08-11 01:02:00,VG8E-GGHK-N7BN-UDMF
PG169300018890208,OD169300018890208,MERCH_DIST_001,QRIS,OVO,578000,13354,564646,IDR,SETTLED,Toko Anto,anto@mail.com,2023-08-25 18:00:00,2023-08-25 18:02:00,2023-08-26 10:02:00,Y925-IOH6-DGL6-PI4V
PG169300018929975,OD169300018929975,MERCH_DIST_001,QRIS,DANA,660000,10373,649627,IDR,SETTLED,Kios Yudi,kios.yudi@gmail.com,2023-08-24 14:00:00,2023-08-24 14:05:00,2023-08-25 15:05:00,RMZN-3RID-Y06L-USJZ
PG169300021628338,OD169300021628338,MERCH_DIST_001,E_WALLET,OVO,296000,7913,288087,IDR,SETTLED,Grosir Novi,grosir.novi@email.com,2023-09-02 16:00:00,2023-09-02 16:05:00,2023-09-03 09:05:00,ZRLH-BGCS-ID20-3OHU
PG169300024222248,OD169300024222248,MERCH_DIST_001,E_WALLET,SHOPEEPAY,164000,4943,159057,IDR,SETTLED,Kios Eko,kios.eko@gmail.com,2023-08-27 23:00:00,2023-08-27 23:01:00,2023-08-29 06:01:00,MNBH-A737-A8I7-J8LD
PG169300030506420,OD169300030506420,MERCH_DIST_001,E_WALLET,GOPAY,312000,8472,303528,IDR,SETTLED,TB Ahmad,tb.ahmad@yahoo.com,2023-09-01 14:00:00,2023-09-01 14:01:00,2023-09-02 22:01:00,3PDE-EV3T-PCLL-1K3M
PG169300019258203,OD169300019258203,MERCH_DIST_001,E_WALLET,SHOPEEPAY,168000,3478,164522,IDR,SETTLED,Toko Hendra,hendra@email.com,2023-08-03 19:00:00,2023-08-03 19:03:00,2023-08-05 04:03:00,UZZD-0BNZ-9SFM-BAOX
PG169300003974256,OD169300003974256,MERCH_DIST_001,E_WALLET,SHOPEEPAY,648000,20012,627988,IDR,SETTLED,Toko Nina,nina@mail.com,2023-08-29 13:00:00,2023-08-29 13:01:00,2023-08-30 05:01:00,NR92-C74G-GWKC-RC0D
PG169300021960901,OD169300021960901,MERCH_DIST_001,E_WALLET,DANA,477000,8645,468355,IDR,SETTLED,Kios Kusuma,kios.kusuma@email.com,2023-08-06 14:00:00,2023-08-06 14:02:00,2023-08-07 15:02:00,HS16-94RX-T6UP-7WTL
PG169300034319396,OD169300034319396,MERCH_DIST_001,QRIS,GOPAY,135000,2861,132139,IDR,SETTLED,PT Nina,pt.nina@mail.com,2023-08-15 22:00:00,2023-08-15 22:03:00,2023-08-16 21:03:00,156Q-K75E-ANR0-Z2QK
PG169300026095695,OD169300026095695,MERCH_DIST_001,QRIS,DANA,846000,15481,830519,IDR,SETTLED,TB Mega,tb.mega@email.com,2023-08-03 22:00:00,2023-08-03 22:05:00,2023-08-04 22:05:00,74U7-C6OD-ITN4-N7MQ
PG169300018396738,OD169300018396738,MERCH_DIST_001,E_WALLET,OVO,732000,23167,708833,IDR,SETTLED,Toko Eko,eko@email.com,2023-08-28 20:00:00,2023-08-28 20:03:00,2023-08-30 00:03:00,CL7N-BCV9-2EBV-CNM3
PG169300014472846,OD169300014472846,MERCH_DIST_001,E_WALLET,LINKAJA,165000,4923,160077,IDR,SETTLED,Agen Eko,agen.eko@mail.com,2023-08-07 13:00:00,2023-08-07 13:04:00,2023-08-08 01:04:00,NZ71-JDH2-LSLF-D7EC
PG169300020941128,OD169300020941128,MERCH_DIST_001,E_WALLET,GOPAY,207000,3159,203841,IDR,SETTLED,TB Cecep,tb.cecep@email.com,2023-08-31 17:00:00,2023-08-31 17:03:00,2023-09-01 12:03:00,0FQA-6CG2-JLSG-M4SB
PG169300015510715,OD169300015510715,MERCH_DIST_001,QRIS,OVO,696000,18823,677177,IDR,SETTLED,Depot Priyanto,depot.priyanto@yahoo.com,2023-08-11 19:00:00,2023-08-11 19:04:00,2023-08-13 04:04:00,9P9O-6TCF-8UJE-ME2J
PG169300015091608,OD169300015091608,MERCH_DIST_001,QRIS,DANA,971000,18816,952184,IDR,SETTLED,UD Galang,ud.galang@gmail.com,2023-08-26 19:00:00,2023-08-26 19:01:00,2023-08-28 03:01:00,P2PP-Q38L-RBFD-KU09
PG169300018623670,OD169300018623670,MERCH_DIST_001,QRIS,DANA,528000,8781,519219,IDR,SETTLED,CV Gunawan,cv.gunawan@yahoo.com,2023-08-03 20:00:00,2023-08-03 20:02:00,2023-08-04 15:02:00,NOCF-1SXP-KTKT-HUEQ
PG169300022419676,OD169300022419676,MERCH_DIST_001,QRIS,SHOPEEPAY,355000,9332,345668,IDR,SETTLED,Warung Kusuma,kusuma@email.com,2023-08-31 20:00:00,2023-08-31 20:05:00,2023-09-02 03:05:00,HNDH-BZOP-GUET-8IQD
PG169300018082962,OD169300018082962,MERCH_DIST_001,E_WALLET,SHOPEEPAY,506000,10276,495724,IDR,SETTLED,Kios Tina,kios.tina@gmail.com,2023-08-04 16:00:00,2023-08-04 16:05:00,2023-08-05 11:05:00,5OUS-RN74-7Y9Z-CMIZ
PG169300023701528,OD169300023701528,MERCH_DIST_001,QRIS,SHOPEEPAY,470000,15010,454990,IDR,SETTLED,Kios Dewi,kios.dewi@email.com,2023-09-05 20:00:00,2023-09-05 20:02:00,2023-09-07 00:02:00,R2OR-7GB6-2CIL-32BP
PG169300019560268,OD169300019560268,MERCH_DIST_001,QRIS,LINKAJA,312000,10849,301151,IDR,SETTLED,PT Anto,pt.anto@mail.com,2023-08-09 17:00:00,2023-08-09 17:05:00,2023-08-10 05:05:00,R2VT-X8Y5-3UXM-5WGE
PG169300029214276,OD169300029214276,MERCH_DIST_001,QRIS,GOPAY,381000,12405,368595,IDR,SETTLED,Depot Lina,depot.lina@email.com,2023-08-11 20:00:00,2023-08-11 20:01:00,2023-08-12 15:01:00,9WYB-MF32-ROJ8-7SMM
PG169300022979462,OD169300022979462,MERCH_DIST_001,E_WALLET,OVO,450000,8328,441672,IDR,SETTLED,CV Rudi,cv.rudi@yahoo.com,2023-08-20 19:00:00,2023-08-20 19:01:00,2023-08-21 09:01:00,C9XM-NTUQ-I0JU-ZDHP
PG169300010112785,OD169300010112785,MERCH_DIST_001,QRIS,GOPAY,1082000,32993,1049007,IDR,SETTLED,Depot Pandu,depot.pandu@gmail.com,2023-08-27 19:00:00,2023-08-27 19:05:00,2023-08-28 11:05:00,U3QW-MBRI-WBVZ-ACDB
PG169300014211727,OD169300014211727,MERCH_DIST_001,E_WALLET,SHOPEEPAY,120000,1939,118061,IDR,SETTLED,Agen Bambang,agen.bambang@email.com,2023-08-20 14:00:00,2023-08-20 14:02:00,2023-08-22 00:02:00,365E-6OZF-LFF8-R0DC
PG169300032328842,OD169300032328842,MERCH_DIST_001,QRIS,GOPAY,174000,3245,170755,IDR,SETTLED,Depot Galang,depot.galang@yahoo.com,2023-08-24 14:00:00,2023-08-24 14:02:00,2023-08-25 04:02:00,VKZC-2FHV-2NEP-IPX0
PG169300027872622,OD169300027872622,MERCH_DIST_001,E_WALLET,OVO,612000,16500,595500,IDR,SETTLED,Toko Zainal,zainal@yahoo.com,2023-08-01 13:00:00,2023-08-01 13:04:00,2023-08-02 17:04:00,CSR2-H5OP-S44A-GJSG
PG169300013847461,OD169300013847461,MERCH_DIST_001,QRIS,DANA,520000,8737,511263,IDR,SETTLED,Grosir Pandu,grosir.pandu@email.com,2023-08-11 13:00:00,2023-08-11 13:02:00,2023-08-12 09:02:00,CAKG-IS6L-90ES-13JF
PG169300023866996,OD169300023866996,MERCH_DIST_001,E_WALLET,SHOPEEPAY,310000,5643,304357,IDR,SETTLED,Toko Wawan,wawan@mail.com,2023-08-01 22:00:00,2023-08-01 22:04:00,2023-08-03 01:04:00,4OSD-JRZT-X6S0-V9EC
PG169300004458168,OD169300004458168,MERCH_DIST_001,QRIS,SHOPEEPAY,294000,4695,289305,IDR,SETTLED,Agen Surya,agen.surya@email.com,2023-09-02 20:00:00,2023-09-02 20:01:00,2023-09-03 23:01:00,ZUWS-8QD3-J389-HG5Y
PG169300025297965,OD169300025297965,MERCH_DIST_001,E_WALLET,SHOPEEPAY,406000,6095,399905,IDR,SETTLED,Toko Pandu,pandu@mail.com,2023-08-30 20:00:00,2023-08-30 20:01:00,2023-08-31 10:01:00,N9IS-3TIA-MJZS-2G92
PG169300018607389,OD169300018607389,MERCH_DIST_001,E_WALLET,LINKAJA,174000,3939,170061,IDR,SETTLED,Kios Yanto,kios.yanto@email.com,2023-08-03 12:00:00,2023-08-03 12:05:00,2023-08-04 02:05:00,E3GL-BSMH-25GF-N6J0
PG169300023884010,OD169300023884010,MERCH_DIST_001,E_WALLET,GOPAY,542000,14582,527418,IDR,SETTLED,PT Rini,pt.rini@email.com,2023-08-26 17:00:00,2023-08-26 17:03:00,2023-08-28 04:03:00,VP2D-XZWG-GCZR-I309
PG169300009711858,OD169300009711858,MERCH_DIST_001,E_WALLET,GOPAY,240000,4079,235921,IDR,SETTLED,PT Lisa,pt.lisa@email.com,2023-08-25 22:00:00,2023-08-25 22:02:00,2023-08-26 11:02:00,TYMU-C6LI-WB7F-SF7J
PG169300004527488,OD169300004527488,MERCH_DIST_001,E_WALLET,LINKAJA,672000,15737,656263,IDR,SETTLED,TB Putra,tb.putra@yahoo.com,2023-08-24 18:00:00,2023-08-24 18:05:00,2023-08-25 17:05:00,55R5-QVTW-JCUX-TZVA
PG169300018809768,OD169300018809768,MERCH_DIST_001,QRIS,DANA,90000,1885,88115,IDR,SETTLED,Toko Sari,sari@mail.com,2023-08-17 16:00:00,2023-08-17 16:03:00,2023-08-18 07:03:00,Q1IE-OYC3-03LL-5N1B
PG169300025655925,OD169300025655925,MERCH_DIST_001,E_WALLET,DANA,264000,4240,259760,IDR,SETTLED,PT Gita,pt.gita@gmail.com,2023-08-09 15:00:00,2023-08-09 15:03:00,2023-08-10 18:03:00,K8V6-A1GR-1BTO-TK2J
PG169300010236820,OD169300010236820,MERCH_DIST_001,E_WALLET,SHOPEEPAY,58000,1692,56308,IDR,SETTLED,Warung Bayu,bayu@email.com,2023-08-22 22:00:00,2023-08-22 22:01:00,2023-08-23 21:01:00,6WF1-DQ3F-XBR3-H7UX
PG169300028366568,OD169300028366568,MERCH_DIST_001,E_WALLET,GOPAY,324000,5440,318560,IDR,SETTLED,TB Dedi,tb.dedi@gmail.com,2023-08-27 20:00:00,2023-08-27 20:05:00,2023-08-29 08:05:00,7TI3-DM7Z-5H6X-F9NY
PG169300014403720,OD169300014403720,MERCH_DIST_001,QRIS,GOPAY,367000,11828,355172,IDR,SETTLED,CV Vera,cv.vera@yahoo.com,2023-08-26 22:00:00,2023-08-26 22:02:00,2023-08-28 05:02:00,2Q78-GU23-WZL9-8VB7
PG169300023305026,OD169300023305026,MERCH_DIST_001,QRIS,DANA,828000,27167,800833,IDR,SETTLED,Agen Rudi,agen.rudi@gmail.com,2023-08-24 12:00:00,2023-08-24 12:01:00,2023-08-25 14:01:00,TZ6E-4AB4-Y6WN-3S9C
PG169300030838765,OD169300030838765,MERCH_DIST_001,E_WALLET,SHOPEEPAY,206000,5811,200189,IDR,SETTLED,Agen Wati,agen.wati@mail.com,2023-08-22 16:00:00,2023-08-22 16:01:00,2023-08-24 00:01:00,3MG4-777T-0VQ4-VGJW
PG169300007913220,OD169300007913220,MERCH_DIST_001,QRIS,GOPAY,58000,1810,56190,IDR,SETTLED,Depot Priyanto,depot.priyanto@yahoo.com,2023-08-02 23:00:00,2023-08-02 23:01:00,2023-08-03 17:01:00,WWS9-Z4V0-ZMO7-2JWK
PG169300009927489,OD169300009927489,MERCH_DIST_001,E_WALLET,OVO,448000,8901,439099,IDR,SETTLED,PT Ida,pt.ida@mail.com,2023-08-11 13:00:00,2023-08-11 13:02:00,2023-08-12 08:02:00,K1D7-BZH4-5QWL-AJMD
PG169300026034432,OD169300026034432,MERCH_DIST_001,QRIS,LINKAJA,261000,4972,256028,IDR,SETTLED,Warung Widya,widya@mail.com,2023-08-14 17:00:00,2023-08-14 17:03:00,2023-08-15 10:03:00,SJS1-26AW-SHK9-96S0
